instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,kategori
179,2011-06-28,Fall,2011,June,0,Tuesday,1,1,0.8535892319428173,0.8052863487009638,0.6520997429305913,0.2512853265076701,732,3916,4648,Sedang
180,2011-06-29,Fall,2011,June,0,Wednesday,1,1,0.8338592906541583,0.7555768610801621,0.5119969151670951,0.49359609607907134,848,4377,5225,Tinggi
181,2011-06-30,Fall,2011,June,0,Thursday,1,1,0.7944019001750201,0.7323694742004214,0.44644421593830336,0.33586876815841304,1027,4488,5515,Tinggi
182,2011-07-01,Fall,2011,July,0,Friday,1,1,0.8265910863130729,0.7522611450587692,0.4074550128534704,0.1653701218769282,1246,4116,5362,Tinggi
183,2011-07-02,Fall,2011,July,0,Saturday,0,1,0.846319781552642,0.772142314837081,0.4571547557840617,0.19104469796502083,2204,2915,5119,Tinggi
184,2011-07-03,Fall,2011,July,0,Sunday,0,2,0.8193228819719874,0.7738054233877953,0.7017994858611825,0.42564113770491063,2282,2367,4649,Sedang
185,2011-07-04,Fall,2011,July,1,Monday,0,2,0.8317833728704709,0.7696601220435522,0.6559557840616966,0.12181198928899731,3065,2978,6043,Tinggi
186,2011-07-05,Fall,2011,July,0,Tuesday,1,1,0.8567043546674382,0.8102481090180125,0.6071125964010282,0.2141258408815364,1031,3634,4665,Sedang
187,2011-07-06,Fall,2011,July,0,Wednesday,1,1,0.8234759635884519,0.7961963512947307,0.7643526992287918,0.2628300210711291,784,3845,4629,Sedang
188,2011-07-07,Fall,2011,July,0,Thursday,1,1,0.8608574362839028,0.7978213934303142,0.6696658097686375,0.2820375066510841,754,3838,4592,Sedang
189,2011-07-08,Fall,2011,July,0,Friday,1,2,0.8099775137981245,0.7763099309764009,0.7793491002570693,0.41795360805720727,692,3348,4040,Sedang
190,2011-07-09,Fall,2011,July,0,Saturday,0,1,0.8400895361034002,0.7680075145728738,0.6263928020565552,0.29999775290766534,1988,3348,5336,Tinggi
191,2011-07-10,Fall,2011,July,0,Sunday,0,1,0.857742313559282,0.8019614442345394,0.5946868894601542,0.3320734498206758,1743,3138,4881,Sedang
192,2011-07-11,Fall,2011,July,0,Monday,1,1,0.8764330499070073,0.8541767520789513,0.6538128534704369,0.5358909092333437,723,3363,4086,Sedang
193,2011-07-12,Fall,2011,July,0,Tuesday,1,1,0.9158916864352354,0.8666087182066675,0.5749789203084832,0.3666724871168424,662,3596,4258,Sedang
194,2011-07-13,Fall,2011,July,0,Wednesday,1,1,0.8567043546674382,0.8011462978967386,0.6495290488431876,0.2550991988188129,748,3594,4342,Sedang
195,2011-07-14,Fall,2011,July,0,Thursday,1,1,0.7746719588863611,0.729870217151834,0.48971722365038556,0.4499860123656048,888,4196,5084,Tinggi
196,2011-07-15,Fall,2011,July,0,Friday,1,1,0.7528660998140146,0.7157817056484259,0.6079691516709512,0.33075817926148177,1318,4220,5538,Tinggi
197,2011-07-16,Fall,2011,July,0,Saturday,0,1,0.7819414092765364,0.7340168311310817,0.6015424164524421,0.3833463245506382,2418,3505,5923,Tinggi
198,2011-07-17,Fall,2011,July,0,Sunday,0,1,0.8224380046966082,0.7754567182234692,0.6212514138817481,0.45898675101990166,2006,3296,5302,Tinggi
199,2011-07-18,Fall,2011,July,0,Monday,1,1,0.8567043546674382,0.8202070707972314,0.6696658097686375,0.3987296300564474,841,3617,4458,Sedang
200,2011-07-19,Fall,2011,July,0,Tuesday,1,1,0.8940858273628891,0.8773775757836693,0.6688092544987146,0.22307710227341837,752,3789,4541,Sedang
201,2011-07-20,Fall,2011,July,0,Wednesday,1,1,0.8837012542480929,0.8765519283658323,0.7270776349614396,0.1884780649772518,644,3688,4332,Sedang
202,2011-07-21,Fall,2011,July,0,Thursday,1,2,0.9418506271240463,0.9809339765594889,0.7107969151670951,0.4115463025744875,632,3152,3784,Sedang
203,2011-07-22,Fall,2011,July,0,Friday,1,1,0.983385181435962,0.9999999999999998,0.5968298200514138,0.2282309837749626,562,2825,3387,Sedang
204,2011-07-23,Fall,2011,July,0,Saturday,0,1,0.9844243863768956,0.9519457451198854,0.5141388174807198,0.22435732643840195,987,2298,3285,Sedang
205,2011-07-24,Fall,2011,July,0,Sunday,0,1,0.9605413634717719,0.9395308432472278,0.5664092544987146,0.302593247631843,1050,2556,3606,Sedang
206,2011-07-25,Fall,2011,July,0,Monday,1,1,0.8525500270018838,0.8425651828290539,0.7784915167095114,0.14104441965541972,568,3272,3840,Sedang
207,2011-07-26,Fall,2011,July,0,Tuesday,1,1,0.8878555819136473,0.8110895080559035,0.5561264781491002,0.3666807333272449,750,3840,4590,Sedang
208,2011-07-27,Fall,2011,July,0,Wednesday,1,1,0.8920086635301119,0.802804155907435,0.4143105398457584,0.3320569573998709,755,3901,4656,Sedang
209,2011-07-28,Fall,2011,July,0,Thursday,1,1,0.8972009500875101,0.8674291150844864,0.5998282776349614,0.32178217923839236,606,3784,4390,Sedang
210,2011-07-29,Fall,2011,July,0,Friday,1,1,0.9709246905374782,0.9278982718372584,0.5578406169665809,0.312832979399111,670,3176,3846,Sedang
211,2011-07-30,Fall,2011,July,0,Saturday,0,1,0.9283521773337191,0.8525136435282368,0.47900565552699226,0.3012862232830514,1559,2916,4475,Sedang
212,2011-07-31,Fall,2011,July,0,Sunday,0,1,0.9304280951174064,0.8541662509989152,0.4944298200514139,0.2936090013983511,1524,2778,4302,Sedang
213,2011-08-01,Fall,2011,August,0,Monday,1,1,0.8878555819136473,0.8193761728393765,0.5664092544987146,0.2769186715437504,729,3537,4266,Sedang
214,2011-08-02,Fall,2011,August,0,Tuesday,1,1,0.9023919905958182,0.8243366205214205,0.5051413881748071,0.378208935469899,801,4044,4845,Sedang
215,2011-08-03,Fall,2011,August,0,Wednesday,1,2,0.8380136183197128,0.7887195823090404,0.6760925449871464,0.23334981888229628,467,3107,3574,Sedang
216,2011-08-04,Fall,2011,August,0,Thursday,1,2,0.8110154726899682,0.7688344746257152,0.7789203084832904,0.36027342784452515,799,3777,4576,Sedang
217,2011-08-05,Fall,2011,August,0,Friday,1,1,0.812053431581812,0.7580433022536367,0.6486714652956298,0.3345988517564325,1023,3843,4866,Sedang
218,2011-08-06,Fall,2011,August,0,Saturday,0,2,0.8193228819719874,0.7837538840869783,0.7763496143958869,0.42438771372373507,1521,2773,4294,Sedang
219,2011-08-07,Fall,2011,August,0,Sunday,0,1,0.8515120681100402,0.835127792893499,0.7742077120822621,0.369214381473404,1298,2487,3785,Sedang
220,2011-08-08,Fall,2011,August,0,Monday,1,1,0.8795481726316283,0.8193643591243358,0.608825706940874,0.35001720365645217,846,3480,4326,Sedang
221,2011-08-09,Fall,2011,August,0,Tuesday,1,1,0.8920086635301119,0.8467170473483197,0.5865470437017994,0.2653822231906938,907,3695,4602,Sedang
222,2011-08-10,Fall,2011,August,0,Wednesday,1,1,0.8816253364644054,0.7953431385417989,0.4361614395886889,0.3666807333272449,884,3896,4780,Sedang
223,2011-08-11,Fall,2011,August,0,Thursday,1,1,0.8203608408638311,0.7514197460208781,0.43573264781491,0.29357395500414063,812,3980,4792,Sedang
224,2011-08-12,Fall,2011,August,0,Friday,1,1,0.8089383088571911,0.7547288988672484,0.42673521850899737,0.21281263187494293,1051,3854,4905,Sedang
225,2011-08-13,Fall,2011,August,0,Saturday,0,2,0.7809022043356029,0.7439862939903369,0.7502138817480719,0.38976187624376046,1504,2646,4150,Sedang
226,2011-08-14,Fall,2011,August,0,Sunday,0,2,0.7694809183780528,0.7158040204435026,0.8406169665809768,0.41280797276606557,1338,2482,3820,Sedang
227,2011-08-15,Fall,2011,August,0,Monday,1,1,0.7559812225386356,0.7050128480714241,0.7322190231362468,0.38460799474221624,775,3563,4338,Sedang
228,2011-08-16,Fall,2011,August,0,Tuesday,1,1,0.7995929406833284,0.743958728655242,0.5946868894601542,0.4410429971841254,721,4004,4725,Sedang
229,2011-08-17,Fall,2011,August,0,Wednesday,1,1,0.8276290452049165,0.7713061663392079,0.5916884318766066,0.2500154101056896,668,4026,4694,Sedang
230,2011-08-18,Fall,2011,August,0,Thursday,1,1,0.8130926365227455,0.7655135080643043,0.673093059125964,0.4346088915175975,639,3166,3805,Sedang
231,2011-08-19,Fall,2011,August,0,Friday,1,2,0.7798642454437593,0.7273985254383413,0.743359383033419,0.24102910231959712,797,3356,4153,Sedang
232,2011-08-20,Fall,2011,August,0,Saturday,0,1,0.7954398590668638,0.7481053426344899,0.6932308483290488,0.16920254816147648,1914,3277,5191,Tinggi
233,2011-08-21,Fall,2011,August,0,Sunday,0,1,0.812053431581812,0.7829282366691414,0.7917737789203084,0.4666577882468,1249,2624,3873,Sedang
234,2011-08-22,Fall,2011,August,0,Monday,1,1,0.7881716547257783,0.7340050174160412,0.48329048843187655,0.5243730148536927,833,3925,4758,Sedang
235,2011-08-23,Fall,2011,August,0,Tuesday,1,1,0.7248299952924265,0.691755234525871,0.46829511568123394,0.25639797695720196,1281,4614,5895,Tinggi
236,2011-08-24,Fall,2011,August,0,Wednesday,1,1,0.7653265907124983,0.724078871511935,0.6221079691516709,0.4756337882698894,949,4181,5130,Tinggi
237,2011-08-25,Fall,2011,August,0,Thursday,1,2,0.7788262865519154,0.7439810434503188,0.7934879177377892,0.3884816520787769,435,3107,3542,Sedang
238,2011-08-26,Fall,2011,August,0,Friday,1,1,0.7985549817914847,0.7621991046779161,0.7827763496143958,0.1269314428621112,768,3893,4661,Sedang
239,2011-08-27,Fall,2011,August,0,Saturday,0,2,0.7736339999945174,0.7304635281738726,0.8740359897172236,0.7281925358189612,226,889,1115,Sedang
240,2011-08-28,Fall,2011,August,0,Sunday,0,1,0.8073508423167243,0.7467441401348127,0.5776503856041131,0.5819088863843317,1415,2919,4334,Sedang
241,2011-08-29,Fall,2011,August,0,Monday,1,1,0.7196389547841182,0.6942374273193997,0.5702652956298201,0.2833259770264701,729,3905,4634,Sedang
242,2011-08-30,Fall,2011,August,0,Tuesday,1,1,0.7227540775087392,0.6768397629696213,0.563838560411311,0.21154890013076433,775,4429,5204,Tinggi
243,2011-08-31,Fall,2011,August,0,Wednesday,1,1,0.7445599365810855,0.6983892918386656,0.6148246786632391,0.12563431396580255,688,4370,5058,Tinggi
244,2011-09-01,Fall,2011,September,0,Thursday,1,1,0.7424827727483083,0.7033773048558044,0.6572411311053985,0.24615824518993396,783,4332,5115,Tinggi
245,2011-09-02,Fall,2011,September,0,Friday,1,2,0.7279451180170475,0.6901026270551925,0.7476431876606684,0.2423093264845807,875,3852,4727,Sedang
246,2011-09-03,Fall,2011,September,0,Saturday,0,1,0.76013555020419,0.7273880243583052,0.7369326478149101,0.335895568342221,1935,2549,4484,Sedang
247,2011-09-04,Fall,2011,September,0,Sunday,0,1,0.8099775137981245,0.7696758736636062,0.76306735218509,0.3794809134244801,2521,2419,4940,Sedang
248,2011-09-05,Fall,2011,September,1,Monday,0,2,0.7653265907124983,0.7174553152791764,0.8127681233933162,0.3923223245737276,1236,2115,3351,Sedang
249,2011-09-06,Fall,2011,September,0,Tuesday,1,3,0.5991871274157465,0.5724800295710413,0.9120380462724935,0.6628949187469967,204,2506,2710,Sedang
250,2011-09-07,Fall,2011,September,0,Wednesday,1,3,0.6729121139148047,0.6105845111169682,0.9430159383033418,0.15385181518675708,118,1878,1996,Sedang
251,2011-09-08,Fall,2011,September,0,Thursday,1,3,0.7162073355906758,0.6251967639871759,0.966133676092545,0.3511984732966061,153,1689,1842,Sedang
252,2011-09-09,Fall,2011,September,0,Friday,1,2,0.7362525272990665,0.6561552605685493,0.9233079691516709,0.21025218354497577,417,3127,3544,Sedang
253,2011-09-10,Fall,2011,September,0,Saturday,0,1,0.7487130181975502,0.6942426778594177,0.775064267352185,0.27050930450842997,1750,3595,5345,Tinggi
254,2011-09-11,Fall,2011,September,0,Sunday,0,1,0.7404056089155312,0.6959057864101322,0.7339331619537275,0.19102820554421587,1633,3413,5046,Tinggi
255,2011-09-12,Fall,2011,September,0,Monday,1,1,0.7292098578432435,0.6865873905131142,0.7117470437017994,0.13713715901146906,690,4023,4713,Sedang
256,2011-09-13,Fall,2011,September,0,Tuesday,1,1,0.7372904861909102,0.6884565827595368,0.7326478149100257,0.24617473761073894,701,4062,4763,Sedang
257,2011-09-14,Fall,2011,September,0,Wednesday,1,1,0.7653265907124983,0.7191013595748322,0.7167948586118251,0.2987360827160873,647,4138,4785,Sedang
258,2011-09-15,Fall,2011,September,0,Thursday,1,2,0.6459139682850602,0.6229784108295537,0.7292205655526992,0.5128200740798312,428,3231,3659,Sedang
259,2011-09-16,Fall,2011,September,0,Friday,1,2,0.5109257322345174,0.5019587139537302,0.6071125964010282,0.292310223259962,742,4018,4760,Sedang
260,2011-09-17,Fall,2011,September,0,Saturday,0,2,0.5389618367561055,0.5243220765255706,0.7386457583547558,0.344863322154908,1434,3077,4511,Sedang
261,2011-09-18,Fall,2011,September,0,Sunday,0,1,0.5586905319956746,0.5401065124548059,0.7146529562982005,0.3217904254487949,1353,2921,4274,Sedang
262,2011-09-19,Fall,2011,September,0,Monday,1,2,0.6106096594223864,0.5914804212613266,0.7095115681233932,0.2666624473556774,691,3848,4539,Sedang
263,2011-09-20,Fall,2011,September,0,Tuesday,1,2,0.626185273045491,0.5948171394427917,0.9061696658097685,0.23205310229650772,438,3203,3641,Sedang
264,2011-09-21,Fall,2011,September,0,Wednesday,1,2,0.6677198273574064,0.6188593621854007,0.9254498714652956,0.1525806618532162,539,3813,4352,Sedang
265,2011-09-22,Fall,2011,September,0,Thursday,1,2,0.7092543816693221,0.624674335255381,0.9275917737789202,0.21797475958688955,555,4240,4795,Sedang
266,2011-09-23,Winter,2011,September,0,Friday,1,2,0.6853726048132883,0.5815700269772744,1.0,0.11539540681957478,258,2137,2395,Sedang
267,2011-09-24,Winter,2011,September,0,Saturday,0,2,0.6822574820886673,0.637077423412998,0.8868894601542416,0.11542962859274503,1776,3647,5423,Tinggi
268,2011-09-25,Winter,2011,September,0,Sunday,0,2,0.7165238320594974,0.6478738463250944,0.8688946015424164,0.05769770340978738,1544,3466,5010,Tinggi
269,2011-09-26,Winter,2011,September,0,Monday,1,2,0.7352145684072229,0.6694076235740845,0.8723218508997429,0.1820522055211265,684,3946,4630,Sedang
270,2011-09-27,Winter,2011,September,0,Tuesday,1,2,0.7196389547841182,0.6503521012136096,0.9104544987146529,0.19745406500034118,477,3643,4120,Sedang
271,2011-09-28,Winter,2011,September,0,Wednesday,1,2,0.7175617909513411,0.6511829991714646,0.8727506426735218,0.2602448341099546,480,3427,3907,Sedang
272,2011-09-29,Winter,2011,September,0,Thursday,1,1,0.694717972987151,0.6503350369585511,0.7189377892030848,0.31024573088533586,653,4186,4839,Sedang
273,2011-09-30,Winter,2011,September,0,Friday,1,1,0.6293003957701119,0.6113720921196745,0.665809768637532,0.379497405845285,830,4372,5202,Tinggi
274,2011-10-01,Winter,2011,October,0,Saturday,0,2,0.43720074573545925,0.43814890111447957,0.775064267352185,0.5564219115828952,480,1949,2429,Sedang
275,2011-10-02,Winter,2011,October,0,Sunday,0,2,0.3707452096265766,0.34948565709983265,0.8140534704370179,0.41152981015368256,616,2302,2918,Sedang
276,2011-10-03,Winter,2011,October,0,Monday,1,2,0.40501155959740653,0.41082377822559046,0.7823475578406169,0.12566008337331028,330,3240,3570,Sedang
277,2011-10-04,Winter,2011,October,0,Tuesday,1,1,0.5296164685822429,0.5169004382100698,0.730077120822622,0.3782171816803015,486,3970,4456,Sedang
278,2011-10-05,Winter,2011,October,0,Wednesday,1,1,0.5971099635829692,0.5881502662548842,0.666238560411311,0.3192485310922332,559,4267,4826,Sedang
279,2011-10-06,Winter,2011,October,0,Thursday,1,1,0.5420769594807265,0.5268331472891986,0.6383886889460153,0.23205310229650772,639,4126,4765,Sedang
280,2011-10-07,Winter,2011,October,0,Friday,1,1,0.5628436136121393,0.558308822062349,0.7035136246786632,0.0,949,4036,4985,Sedang
281,2011-10-08,Winter,2011,October,0,Saturday,0,1,0.5763433094515564,0.5699098902322103,0.7210796915167095,0.04744147922171441,2235,3174,5409,Tinggi
282,2011-10-09,Winter,2011,October,0,Sunday,0,1,0.6002250863075902,0.5840089028156544,0.7480719794344473,0.08464384514194101,2397,3114,5511,Tinggi
283,2011-10-10,Winter,2011,October,1,Monday,0,1,0.6376065590030412,0.6088728350710869,0.7544987146529563,0.0410506661597996,1514,3603,5117,Tinggi
284,2011-10-11,Winter,2011,October,0,Tuesday,1,2,0.6324155184947329,0.6130352006703889,0.8316195372750642,0.24872693973030358,667,3896,4563,Sedang
285,2011-10-12,Winter,2011,October,0,Wednesday,1,3,0.6033402090322111,0.5757839318773935,0.9318766066838046,0.46541261047602694,217,2199,2416,Sedang
286,2011-10-13,Winter,2011,October,0,Thursday,1,2,0.660451623016321,0.6205277212761331,0.9220226221079691,0.2461396912165284,290,2623,2913,Sedang
287,2011-10-14,Winter,2011,October,0,Friday,1,2,0.6126855772060739,0.5914804212613266,0.7365038560411311,0.41538491351683765,529,3115,3644,Sedang
288,2011-10-15,Winter,2011,October,0,Saturday,0,1,0.557652573103831,0.5508543678717355,0.49700051413881746,0.48589001245796243,1899,3318,5217,Tinggi
289,2011-10-16,Winter,2011,October,0,Sunday,0,1,0.5638828185530728,0.5566680283067112,0.5004287917737789,0.5346127466209607,1748,3293,5041,Tinggi
290,2011-10-17,Winter,2011,October,0,Monday,1,1,0.591918923074661,0.566605987925858,0.595972236503856,0.3153913661764776,713,3857,4570,Sedang
291,2011-10-18,Winter,2011,October,0,Tuesday,1,2,0.5898417592418838,0.5823523574399626,0.7215084832904884,0.18078847377694784,637,4111,4748,Sedang
292,2011-10-19,Winter,2011,October,0,Wednesday,1,3,0.6013540067829928,0.5707053470449435,0.920531619537275,0.45549448091445527,254,2170,2424,Sedang
293,2011-10-20,Winter,2011,October,0,Thursday,1,1,0.5192318954674466,0.5085875207265067,0.6542416452442159,0.824380457058581,471,3724,4195,Sedang
294,2011-10-21,Winter,2011,October,0,Friday,1,1,0.4590066048078057,0.45223741261788764,0.5904030848329048,0.4102578321991015,676,3628,4304,Sedang
295,2011-10-22,Winter,2011,October,0,Saturday,0,1,0.4527763593585638,0.454726168586439,0.6469583547557841,0.14487560900840765,1499,2809,4308,Sedang
296,2011-10-23,Winter,2011,October,0,Sunday,0,1,0.45173840046672015,0.45057955460719135,0.762210796915167,0.15898858580171618,1619,2762,4381,Sedang
297,2011-10-24,Winter,2011,October,0,Monday,1,1,0.5036562818443421,0.496172618853849,0.7939156812339331,0.19873428916532476,699,3488,4187,Sedang
298,2011-10-25,Winter,2011,October,0,Tuesday,1,1,0.5140408549591383,0.5044527204622995,0.6405316195372751,0.2974125659464908,695,3992,4687,Sedang
299,2011-10-26,Winter,2011,October,0,Wednesday,1,2,0.5296164685822429,0.5168846865900157,0.7407886889460154,0.2602716342937626,404,3490,3894,Sedang
300,2011-10-27,Winter,2011,October,0,Thursday,1,2,0.5119636911263611,0.4961450535187544,0.8359043701799486,0.36153715958870375,240,2419,2659,Sedang
301,2011-10-28,Winter,2011,October,0,Friday,1,2,0.3385547774394339,0.3146942663052894,0.602398971722365,0.42692136186989416,456,3291,3747,Sedang
302,2011-10-29,Winter,2011,October,0,Saturday,0,3,0.2430251779171193,0.19537705703031555,0.9074550128534703,0.6782081314643847,57,570,627,Rendah
303,2011-10-30,Winter,2011,October,0,Sunday,0,1,0.3240183687572629,0.3179981686116416,0.6413881748071979,0.31794356829604226,885,2446,3331,Sedang
304,2011-10-31,Winter,2011,October,0,Monday,1,1,0.3499773094460739,0.3635912328582994,0.7232215938303341,0.17308445170843956,362,3307,3669,Sedang
305,2011-11-01,Winter,2011,November,0,Tuesday,1,1,0.42577821372881935,0.41744208391833093,0.7030848329048842,0.2333250802510889,410,3658,4068,Sedang
306,2011-11-02,Winter,2011,November,0,Wednesday,1,1,0.3967041503153875,0.40831270746196247,0.7390745501285346,0.12307469025687565,370,3816,4186,Sedang
307,2011-11-03,Winter,2011,November,0,Thursday,1,1,0.43512358190268213,0.42903658891316965,0.7219362467866324,0.2358937747914585,318,3656,3974,Sedang
308,2011-11-04,Winter,2011,November,0,Friday,1,2,0.42889333645344024,0.42571693498676333,0.6401028277634961,0.5141250368760222,470,3576,4046,Sedang
309,2011-11-05,Winter,2011,November,0,Saturday,0,1,0.33336373693112564,0.3213125719980299,0.5338478149100258,0.34359959041072935,1156,2770,3926,Sedang
310,2011-11-06,Winter,2011,November,0,Sunday,0,1,0.3603606365117803,0.3718542702116912,0.7553552699228792,0.1436129080405293,952,2697,3649,Sedang
311,2011-11-07,Winter,2011,November,0,Monday,1,1,0.4185100093877339,0.4224077821403931,0.7802056555269923,0.07181068020309592,373,3662,4035,Sedang
312,2011-11-08,Winter,2011,November,0,Tuesday,1,1,0.43512358190268213,0.4373390053166968,0.7420740359897171,0.0961627702978923,376,3829,4205,Sedang
313,2011-11-09,Winter,2011,November,0,Wednesday,1,1,0.4247402548369757,0.43318189025741294,0.7797768637532133,0.0820582458702463,305,3804,4109,Sedang
314,2011-11-10,Winter,2011,November,0,Thursday,1,2,0.3998192730400084,0.3867697417679408,0.8363321336760925,0.34360989817373244,190,2743,2933,Sedang
315,2011-11-11,Winter,2011,November,1,Friday,0,1,0.33024861420650475,0.29894920942618947,0.4588688946015424,0.6025573972321183,440,2928,3368,Sedang
316,2011-11-12,Winter,2011,November,0,Saturday,0,1,0.3707452096265766,0.3660576740317741,0.5685521850899743,0.391015300224936,1275,2792,4067,Sedang
317,2011-11-13,Winter,2011,November,0,Sunday,0,1,0.4756201773227539,0.46136547643925174,0.47129357326478144,0.5346209928313632,1004,2713,3717,Sedang
318,2011-11-14,Winter,2011,November,0,Monday,1,1,0.5867266365172629,0.5848345502334914,0.6036843187660669,0.5859021137717281,595,3891,4486,Sedang
319,2011-11-15,Winter,2011,November,0,Tuesday,1,2,0.5867266365172629,0.5624764382016689,0.7082262210796915,0.36539226295185884,449,3746,4195,Sedang
320,2011-11-16,Winter,2011,November,0,Wednesday,1,3,0.4953501186114129,0.4895057456659416,0.9562982005141388,0.2359185134226659,145,1672,1817,Sedang
321,2011-11-17,Winter,2011,November,0,Thursday,1,2,0.3520544732788511,0.32048167404017497,0.5921161953727506,0.583358157862566,139,2914,3053,Sedang
322,2011-11-18,Winter,2011,November,0,Friday,1,1,0.2679461597140866,0.25419360631240917,0.4215938303341902,0.3012779770726489,245,3147,3392,Sedang
323,2011-11-19,Winter,2011,November,0,Saturday,0,1,0.33647885965574653,0.3221382194158669,0.5162807197943444,0.4166486452610163,943,2720,3663,Sedang
324,2011-11-20,Winter,2011,November,0,Sunday,0,2,0.5036562818443421,0.49616080513880845,0.7039413881748072,0.3371840387176071,787,2733,3520,Sedang
325,2011-11-21,Winter,2011,November,0,Monday,1,3,0.4839275866047729,0.480414435624704,0.9357326478149101,0.23844391535842258,220,2545,2765,Sedang
326,2011-11-22,Winter,2011,November,0,Tuesday,1,3,0.44550815501747837,0.4497434061093183,0.9897172236503856,0.19873428916532476,69,1538,1607,Sedang
327,2011-11-23,Winter,2011,November,0,Wednesday,1,2,0.4756201773227539,0.4613484121841931,0.7793491002570693,0.6461592347351823,112,2454,2566,Sedang
328,2011-11-24,Winter,2011,November,1,Thursday,0,1,0.3915118637579894,0.385128948012303,0.5646961439588688,0.29874432892648983,560,935,1495,Sedang
329,2011-11-25,Winter,2011,November,0,Friday,1,1,0.3935890275907666,0.3958925550492867,0.6619537275064268,0.15771722631291524,1095,1697,2792,Sedang
330,2011-11-26,Winter,2011,November,0,Saturday,0,1,0.39462698648261024,0.4016891512292039,0.7009429305912597,0.09489141080909136,1249,1819,3068,Sedang
331,2011-11-27,Winter,2011,November,0,Sunday,0,1,0.4984652413360338,0.4945095103031346,0.7180802056555269,0.38460799474221624,810,2261,3071,Sedang
332,2011-11-28,Winter,2011,November,0,Monday,1,1,0.5536789225563046,0.5395617689279342,0.7640544987146529,0.2468303113377353,253,3614,3867,Sedang
333,2011-11-29,Winter,2011,November,0,Tuesday,1,2,0.49742603639510025,0.48870110040817694,0.8543269922879178,0.48590856643136787,96,2818,2914,Sedang
334,2011-11-30,Winter,2011,November,0,Wednesday,1,1,0.33128657309834847,0.30473005398605246,0.6306766066838047,0.5128448127110387,188,3425,3613,Sedang
335,2011-12-01,Winter,2011,December,0,Thursday,1,1,0.3157109594752439,0.297291351415493,0.5394169665809768,0.40770563007953675,182,3545,3727,Sedang
336,2011-12-02,Winter,2011,December,0,Friday,1,1,0.3177881233080211,0.3312610326972128,0.6435300771208226,0.161548003355383,268,3672,3940,Sedang
337,2011-12-03,Winter,2011,December,0,Saturday,0,1,0.2990973869602957,0.3039201581882696,0.6302488431876607,0.1513006438434927,706,2908,3614,Sedang
338,2011-12-04,Winter,2011,December,0,Sunday,0,1,0.3385547774394339,0.3544513553218948,0.7977717223650385,0.12692278434118862,634,2851,3485,Sedang
339,2011-12-05,Winter,2011,December,0,Monday,1,2,0.4070874773810939,0.4132902193990652,0.8504709511568123,0.08208401527775402,233,3578,3811,Sedang
340,2011-12-06,Winter,2011,December,0,Tuesday,1,3,0.5026183229524984,0.49529709130584065,0.9764349614395886,0.43332042114221153,126,2468,2594,Sedang
341,2011-12-07,Winter,2011,December,0,Wednesday,1,3,0.43720074573545925,0.4215873852625742,0.9978580976863752,0.5025720961021607,50,655,705,Rendah
342,2011-12-08,Winter,2011,December,0,Thursday,1,1,0.2575615865992903,0.2334762880362245,0.5964010282776349,0.4487305268318286,150,3172,3322,Sedang
343,2011-12-09,Winter,2011,December,0,Friday,1,1,0.2887128138454994,0.31302721984956144,0.7155095115681234,0.12436316063226169,261,3359,3620,Sedang
344,2011-12-10,Winter,2011,December,0,Saturday,0,1,0.2689841186059303,0.2459121920689542,0.5218508997429305,0.4346356917014056,502,2688,3190,Sedang
345,2011-12-11,Winter,2011,December,0,Sunday,0,1,0.20148937755611396,0.2285092771791578,0.5038560411311054,0.09101754731727066,377,2366,2743,Sedang
346,2011-12-12,Winter,2011,December,0,Monday,1,1,0.2232952366284603,0.2508792029260209,0.6898025706940873,0.08464384514194101,143,3167,3310,Sedang
347,2011-12-13,Winter,2011,December,0,Tuesday,1,1,0.27832948677979297,0.29149475523557594,0.6066838046272492,0.24358955064956433,155,3368,3523,Sedang
348,2011-12-14,Winter,2011,December,0,Wednesday,1,2,0.32194120492448575,0.3403562806434641,0.6825192802056554,0.07950707452698191,178,3562,3740,Sedang
349,2011-12-15,Winter,2011,December,0,Thursday,1,2,0.4527763593585638,0.43732719160165623,0.6520997429305913,0.506421014807514,181,3528,3709,Sedang
350,2011-12-16,Winter,2011,December,0,Friday,1,2,0.3935890275907666,0.36852936574526685,0.5145676092544987,0.49102740153870167,178,3399,3577,Sedang
351,2011-12-17,Winter,2011,December,0,Saturday,0,2,0.24821621842542757,0.2235435789570957,0.5766920308483291,0.455139893867149,275,2464,2739,Sedang
352,2011-12-18,Winter,2011,December,0,Sunday,0,1,0.2232952366284603,0.21856606701999293,0.602827763496144,0.3038466716130186,220,2211,2431,Sedang
353,2011-12-19,Winter,2011,December,0,Monday,1,1,0.2710612824387075,0.26497296496944706,0.6555269922879177,0.3102725310691439,260,3143,3403,Sedang
354,2011-12-20,Winter,2011,December,0,Tuesday,1,2,0.4070874773810939,0.4166098733254714,0.6122539845758355,0.08076977549486025,216,3534,3750,Sedang
355,2011-12-21,Spring,2011,December,0,Wednesday,1,2,0.46004456369964936,0.4580405719728273,0.8826046272493573,0.41026607840950396,107,2553,2660,Sedang
356,2011-12-22,Spring,2011,December,0,Thursday,1,2,0.4538143182504076,0.45555181600427597,0.7789203084832904,0.05129823182694997,227,2841,3068,Sedang
